anomalia,tipo,grupo,anio,jurisdiccion,jurisdiccion_nombre,nacimientos,casos_total,casos_nv,casos_fm,casos_ile,casos_ne,casos_aislado,casos_acm,casos_sme,factor,prev,ic_inf,ic_sup
xgastrosquisis,specific,pared_abd,2011,CHUBUT,Chubut,605,0,0,0,0,0,0,0,0,10000,0.0,0.0,60.97
xgastrosquisis,specific,pared_abd,2011,CORDOBA,Córdoba,3631,5,5,0,0,0,4,1,0,10000,13.77,4.47,32.14
xgastrosquisis,specific,pared_abd,2011,CORRIENTES,Corrientes,3111,3,3,0,0,0,2,1,0,10000,9.64,1.99,28.18
xgastrosquisis,specific,pared_abd,2011,ENTRERIOS,Entre Ríos,1636,2,2,0,0,0,2,0,0,10000,12.22,1.48,44.16
xgastrosquisis,specific,pared_abd,2011,FORMOSA,Formosa,3295,5,5,0,0,0,4,1,0,10000,15.17,4.93,35.41
xgastrosquisis,specific,pared_abd,2011,JUJUY,Jujuy,3736,5,5,0,0,0,5,0,0,10000,13.38,4.35,31.23
xgastrosquisis,specific,pared_abd,2011,LAPAMPA,La Pampa,466,0,0,0,0,0,0,0,0,10000,0.0,0.0,79.16
xgastrosquisis,specific,pared_abd,2011,LARIOJA,La Rioja,461,0,0,0,0,0,0,0,0,10000,0.0,0.0,80.02
xgastrosquisis,specific,pared_abd,2011,MENDOZA,Mendoza,2181,1,0,1,0,0,1,0,0,10000,4.59,0.12,25.55
xgastrosquisis,specific,pared_abd,2011,MISIONES,Misiones,5139,7,6,1,0,0,6,1,0,10000,13.62,5.48,28.07
xgastrosquisis,specific,pared_abd,2011,NEUQUEN,Neuquén,636,2,2,0,0,0,1,0,1,10000,31.45,3.81,113.6
xgastrosquisis,specific,pared_abd,2011,RIONEGRO,Río Negro,526,0,0,0,0,0,0,0,0,10000,0.0,0.0,70.13
xgastrosquisis,specific,pared_abd,2011,SALTA,Salta,8585,7,7,0,0,0,6,1,0,10000,8.15,3.28,16.8
xgastrosquisis,specific,pared_abd,2011,SANJUAN,San Juan,1715,0,0,0,0,0,0,0,0,10000,0.0,0.0,21.51
xgastrosquisis,specific,pared_abd,2011,SANLUIS,San Luis,525,0,0,0,0,0,0,0,0,10000,0.0,0.0,70.26
xgastrosquisis,specific,pared_abd,2011,SANTACRUZ,Santa Cruz,271,0,0,0,0,0,0,0,0,10000,0.0,0.0,136.12
xgastrosquisis,specific,pared_abd,2011,SANTAFE,Santa Fe,7913,5,4,1,0,0,5,0,0,10000,6.32,2.05,14.75
xgastrosquisis,specific,pared_abd,2011,SANTIAGO,Santiago del Estero,6373,5,5,0,0,0,5,0,0,10000,7.85,2.55,18.31
xgastrosquisis,specific,pared_abd,2011,TIERRADELFUEGO,Tierra del Fuego,380,0,0,0,0,0,0,0,0,10000,0.0,0.0,97.08
xgastrosquisis,specific,pared_abd,2011,TUCUMAN,Tucumán,11319,10,10,0,0,0,9,1,0,10000,8.83,4.24,16.25
xgastrosquisis,specific,pared_abd,2012,ARGENTINA,Argentina,239971,191,177,14,0,0,174,17,0,10000,7.96,6.87,9.17
xgastrosquisis,specific,pared_abd,2012,BUENOSAIRES,Buenos Aires,74693,55,51,4,0,0,51,4,0,10000,7.36,5.55,9.58
xgastrosquisis,specific,pared_abd,2012,CABA,CABA,29854,34,31,3,0,0,33,1,0,10000,11.39,7.89,15.91
xgastrosquisis,specific,pared_abd,2012,CATAMARCA,Catamarca,2274,2,2,0,0,0,1,1,0,10000,8.8,1.07,31.77
xgastrosquisis,specific,pared_abd,2012,CHACO,Chaco,5869,5,5,0,0,0,4,1,0,10000,8.52,2.77,19.88
xgastrosquisis,specific,pared_abd,2012,CHUBUT,Chubut,2477,1,1,0,0,0,0,1,0,10000,4.04,0.1,22.49
xgastrosquisis,specific,pared_abd,2012,CORDOBA,Córdoba,15339,10,9,1,0,0,8,2,0,10000,6.52,3.13,11.99
xgastrosquisis,specific,pared_abd,2012,CORRIENTES,Corrientes,3125,4,4,0,0,0,4,0,0,10000,12.8,3.49,32.77
xgastrosquisis,specific,pared_abd,2012,ENTRERIOS,Entre Ríos,7211,10,9,1,0,0,10,0,0,10000,13.87,6.65,25.5
xgastrosquisis,specific,pared_abd,2012,FORMOSA,Formosa,3342,2,2,0,0,0,2,0,0,10000,5.98,0.72,21.62
xgastrosquisis,specific,pared_abd,2012,JUJUY,Jujuy,4052,7,7,0,0,0,6,1,0,10000,17.28,6.95,35.59
xgastrosquisis,specific,pared_abd,2012,LAPAMPA,La Pampa,2090,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.65
xgastrosquisis,specific,pared_abd,2012,LARIOJA,La Rioja,2075,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.78
xgastrosquisis,specific,pared_abd,2012,MENDOZA,Mendoza,10281,3,3,0,0,0,2,1,0,10000,2.92,0.6,8.53
xgastrosquisis,specific,pared_abd,2012,MISIONES,Misiones,6552,6,6,0,0,0,4,2,0,10000,9.16,3.36,19.93
xgastrosquisis,specific,pared_abd,2012,NEUQUEN,Neuquén,2580,2,2,0,0,0,2,0,0,10000,7.75,0.94,28.0
xgastrosquisis,specific,pared_abd,2012,RIONEGRO,Río Negro,2037,3,2,1,0,0,3,0,0,10000,14.73,3.04,43.04
xgastrosquisis,specific,pared_abd,2012,SALTA,Salta,11771,6,5,1,0,0,5,1,0,10000,5.1,1.87,11.09
xgastrosquisis,specific,pared_abd,2012,SANJUAN,San Juan,7015,2,2,0,0,0,2,0,0,10000,2.85,0.35,10.3
xgastrosquisis,specific,pared_abd,2012,SANLUIS,San Luis,2313,2,2,0,0,0,2,0,0,10000,8.65,1.05,31.24
xgastrosquisis,specific,pared_abd,2012,SANTACRUZ,Santa Cruz,1051,2,2,0,0,0,2,0,0,10000,19.03,2.3,68.74
xgastrosquisis,specific,pared_abd,2012,SANTAFE,Santa Fe,19845,20,18,2,0,0,19,1,0,10000,10.08,6.16,15.56
xgastrosquisis,specific,pared_abd,2012,SANTIAGO,Santiago del Estero,6816,4,4,0,0,0,4,0,0,10000,5.87,1.6,15.03
xgastrosquisis,specific,pared_abd,2012,TIERRADELFUEGO,Tierra del Fuego,886,0,0,0,0,0,0,0,0,10000,0.0,0.0,41.64
xgastrosquisis,specific,pared_abd,2012,TUCUMAN,Tucumán,16423,11,10,1,0,0,10,1,0,10000,6.7,3.34,11.98
xgastrosquisis,specific,pared_abd,2013,ARGENTINA,Argentina,281152,237,230,7,0,0,220,17,0,10000,8.43,7.39,9.57
xgastrosquisis,specific,pared_abd,2013,BUENOSAIRES,Buenos Aires,91485,60,57,3,0,0,54,6,0,10000,6.56,5.0,8.44
xgastrosquisis,specific,pared_abd,2013,CABA,CABA,30289,45,44,1,0,0,44,1,0,10000,14.86,10.84,19.88
xgastrosquisis,specific,pared_abd,2013,CATAMARCA,Catamarca,2286,2,2,0,0,0,2,0,0,10000,8.75,1.06,31.6
xgastrosquisis,specific,pared_abd,2013,CHACO,Chaco,9841,10,10,0,0,0,9,1,0,10000,10.16,4.87,18.69
xgastrosquisis,specific,pared_abd,2013,CHUBUT,Chubut,3409,1,1,0,0,0,1,0,0,10000,2.93,0.07,16.34
xgastrosquisis,specific,pared_abd,2013,CORDOBA,Córdoba,17453,19,19,0,0,0,19,0,0,10000,10.89,6.55,17.0
xgastrosquisis,specific,pared_abd,2013,CORRIENTES,Corrientes,3681,5,5,0,0,0,5,0,0,10000,13.58,4.41,31.7
xgastrosquisis,specific,pared_abd,2013,ENTRERIOS,Entre Ríos,6026,5,4,1,0,0,5,0,0,10000,8.3,2.69,19.36
xgastrosquisis,specific,pared_abd,2013,FORMOSA,Formosa,3458,2,2,0,0,0,2,0,0,10000,5.78,0.7,20.89
xgastrosquisis,specific,pared_abd,2013,JUJUY,Jujuy,6660,2,2,0,0,0,1,1,0,10000,3.0,0.36,10.85
xgastrosquisis,specific,pared_abd,2013,LAPAMPA,La Pampa,2423,1,1,0,0,0,1,0,0,10000,4.13,0.1,22.99
xgastrosquisis,specific,pared_abd,2013,LARIOJA,La Rioja,2775,1,1,0,0,0,1,0,0,10000,3.6,0.09,20.08
xgastrosquisis,specific,pared_abd,2013,MENDOZA,Mendoza,14862,5,5,0,0,0,5,0,0,10000,3.36,1.09,7.85
xgastrosquisis,specific,pared_abd,2013,MISIONES,Misiones,10948,15,15,0,0,0,14,1,0,10000,13.7,7.67,22.6
xgastrosquisis,specific,pared_abd,2013,NEUQUEN,Neuquén,3775,3,2,1,0,0,3,0,0,10000,7.95,1.64,23.22
xgastrosquisis,specific,pared_abd,2013,RIONEGRO,Río Negro,2101,4,4,0,0,0,4,0,0,10000,19.04,5.19,48.75
xgastrosquisis,specific,pared_abd,2013,SALTA,Salta,13783,13,13,0,0,0,11,2,0,10000,9.43,5.02,16.13
xgastrosquisis,specific,pared_abd,2013,SANJUAN,San Juan,7676,5,5,0,0,0,4,1,0,10000,6.51,2.12,15.2
xgastrosquisis,specific,pared_abd,2013,SANLUIS,San Luis,3862,1,1,0,0,0,1,0,0,10000,2.59,0.07,14.43
xgastrosquisis,specific,pared_abd,2013,SANTACRUZ,Santa Cruz,1045,1,1,0,0,0,1,0,0,10000,9.57,0.24,53.32
xgastrosquisis,specific,pared_abd,2013,SANTAFE,Santa Fe,19879,18,18,0,0,0,15,3,0,10000,9.05,5.37,14.31
xgastrosquisis,specific,pared_abd,2013,SANTIAGO,Santiago del Estero,6683,4,4,0,0,0,4,0,0,10000,5.99,1.63,15.32
xgastrosquisis,specific,pared_abd,2013,TIERRADELFUEGO,Tierra del Fuego,1143,1,1,0,0,0,1,0,0,10000,8.75,0.22,48.75
xgastrosquisis,specific,pared_abd,2013,TUCUMAN,Tucumán,15609,14,13,1,0,0,13,1,0,10000,8.97,4.9,15.05
xgastrosquisis,specific,pared_abd,2014,ARGENTINA,Argentina,319783,229,219,10,0,0,206,19,4,10000,7.16,6.26,8.15
xgastrosquisis,specific,pared_abd,2014,BUENOSAIRES,Buenos Aires,92612,70,65,5,0,0,62,8,0,10000,7.56,5.89,9.55
xgastrosquisis,specific,pared_abd,2014,CABA,CABA,40199,39,38,1,0,0,38,1,0,10000,9.7,6.9,13.26
xgastrosquisis,specific,pared_abd,2014,CATAMARCA,Catamarca,3277,1,1,0,0,0,1,0,0,10000,3.05,0.08,17.0
xgastrosquisis,specific,pared_abd,2014,CHACO,Chaco,11839,9,8,1,0,0,8,1,0,10000,7.6,3.48,14.43
xgastrosquisis,specific,pared_abd,2014,CHUBUT,Chubut,3338,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.05
xgastrosquisis,specific,pared_abd,2014,CORDOBA,Córdoba,18574,15,15,0,0,0,15,0,0,10000,8.08,4.52,13.32
xgastrosquisis,specific,pared_abd,2014,CORRIENTES,Corrientes,5426,4,4,0,0,0,4,0,0,10000,7.37,2.01,18.88
xgastrosquisis,specific,pared_abd,2014,ENTRERIOS,Entre Ríos,8066,7,7,0,0,0,5,2,0,10000,8.68,3.49,17.88
xgastrosquisis,specific,pared_abd,2014,FORMOSA,Formosa,3570,1,0,1,0,0,1,0,0,10000,2.8,0.07,15.61
xgastrosquisis,specific,pared_abd,2014,JUJUY,Jujuy,7910,5,5,0,0,0,5,0,0,10000,6.32,2.05,14.75
xgastrosquisis,specific,pared_abd,2014,LAPAMPA,La Pampa,2528,2,2,0,0,0,2,0,0,10000,7.91,0.96,28.58
xgastrosquisis,specific,pared_abd,2014,LARIOJA,La Rioja,4472,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.25
xgastrosquisis,specific,pared_abd,2014,MENDOZA,Mendoza,15928,8,7,1,0,0,8,0,0,10000,5.02,2.17,9.9
xgastrosquisis,specific,pared_abd,2014,MISIONES,Misiones,12857,14,14,0,0,0,11,2,1,10000,10.89,5.95,18.27
xgastrosquisis,specific,pared_abd,2014,NEUQUEN,Neuquén,5886,8,8,0,0,0,8,0,0,10000,13.59,5.87,26.78
xgastrosquisis,specific,pared_abd,2014,RIONEGRO,Río Negro,2149,2,2,0,0,0,2,0,0,10000,9.31,1.13,33.62
xgastrosquisis,specific,pared_abd,2014,SALTA,Salta,14650,10,10,0,0,0,8,2,0,10000,6.83,3.27,12.55
xgastrosquisis,specific,pared_abd,2014,SANJUAN,San Juan,10064,4,4,0,0,0,3,0,1,10000,3.97,1.08,10.18
xgastrosquisis,specific,pared_abd,2014,SANLUIS,San Luis,4613,3,3,0,0,0,3,0,0,10000,6.5,1.34,19.01
xgastrosquisis,specific,pared_abd,2014,SANTACRUZ,Santa Cruz,1215,1,1,0,0,0,0,0,1,10000,8.23,0.21,45.86
xgastrosquisis,specific,pared_abd,2014,SANTAFE,Santa Fe,21420,16,15,1,0,0,12,3,1,10000,7.47,4.27,12.13
xgastrosquisis,specific,pared_abd,2014,SANTIAGO,Santiago del Estero,7304,5,5,0,0,0,5,0,0,10000,6.85,2.22,15.98
xgastrosquisis,specific,pared_abd,2014,TIERRADELFUEGO,Tierra del Fuego,1460,0,0,0,0,0,0,0,0,10000,0.0,0.0,25.27
xgastrosquisis,specific,pared_abd,2014,TUCUMAN,Tucumán,20426,5,5,0,0,0,5,0,0,10000,2.45,0.79,5.71
xgastrosquisis,specific,pared_abd,2015,ARGENTINA,Argentina,335050,248,245,2,0,1,229,17,2,10000,7.4,6.51,8.38
xgastrosquisis,specific,pared_abd,2015,BUENOSAIRES,Buenos Aires,101620,74,73,1,0,0,69,4,1,10000,7.28,5.72,9.14
xgastrosquisis,specific,pared_abd,2015,CABA,CABA,46678,48,48,0,0,0,46,2,0,10000,10.28,7.58,13.63
xgastrosquisis,specific,pared_abd,2015,CATAMARCA,Catamarca,3567,1,1,0,0,0,1,0,0,10000,2.8,0.07,15.62
xgastrosquisis,specific,pared_abd,2015,CHACO,Chaco,9860,7,7,0,0,0,7,0,0,10000,7.1,2.85,14.63
xgastrosquisis,specific,pared_abd,2015,CHUBUT,Chubut,4441,4,4,0,0,0,4,0,0,10000,9.01,2.45,23.06
xgastrosquisis,specific,pared_abd,2015,CORDOBA,Córdoba,16237,15,15,0,0,0,15,0,0,10000,9.24,5.17,15.24
xgastrosquisis,specific,pared_abd,2015,CORRIENTES,Corrientes,5697,5,5,0,0,0,2,3,0,10000,8.78,2.85,20.48
xgastrosquisis,specific,pared_abd,2015,ENTRERIOS,Entre Ríos,7365,6,6,0,0,0,6,0,0,10000,8.15,2.99,17.73
xgastrosquisis,specific,pared_abd,2015,FORMOSA,Formosa,3443,2,2,0,0,0,2,0,0,10000,5.81,0.7,20.98
xgastrosquisis,specific,pared_abd,2015,JUJUY,Jujuy,7499,3,3,0,0,0,3,0,0,10000,4.0,0.83,11.69
xgastrosquisis,specific,pared_abd,2015,LAPAMPA,La Pampa,1623,2,2,0,0,0,2,0,0,10000,12.32,1.49,44.51
xgastrosquisis,specific,pared_abd,2015,LARIOJA,La Rioja,3741,3,2,1,0,0,3,0,0,10000,8.02,1.65,23.44
xgastrosquisis,specific,pared_abd,2015,MENDOZA,Mendoza,15820,9,9,0,0,0,8,1,0,10000,5.69,2.6,10.8
xgastrosquisis,specific,pared_abd,2015,MISIONES,Misiones,13695,18,18,0,0,0,17,1,0,10000,13.14,7.79,20.77
xgastrosquisis,specific,pared_abd,2015,NEUQUEN,Neuquén,7830,5,5,0,0,0,3,2,0,10000,6.39,2.07,14.9
xgastrosquisis,specific,pared_abd,2015,RIONEGRO,Río Negro,3899,4,4,0,0,0,4,0,0,10000,10.26,2.8,26.27
xgastrosquisis,specific,pared_abd,2015,SALTA,Salta,14501,9,9,0,0,0,6,2,1,10000,6.21,2.84,11.78
xgastrosquisis,specific,pared_abd,2015,SANJUAN,San Juan,9164,3,3,0,0,0,3,0,0,10000,3.27,0.68,9.57
xgastrosquisis,specific,pared_abd,2015,SANLUIS,San Luis,5593,3,3,0,0,0,3,0,0,10000,5.36,1.11,15.68
xgastrosquisis,specific,pared_abd,2015,SANTACRUZ,Santa Cruz,2581,0,0,0,0,0,0,0,0,10000,0.0,0.0,14.29
xgastrosquisis,specific,pared_abd,2015,SANTAFE,Santa Fe,22881,15,15,0,0,0,15,0,0,10000,6.56,3.67,10.81
xgastrosquisis,specific,pared_abd,2015,SANTIAGO,Santiago del Estero,6851,3,3,0,0,0,3,0,0,10000,4.38,0.9,12.8
xgastrosquisis,specific,pared_abd,2015,TIERRADELFUEGO,Tierra del Fuego,1356,0,0,0,0,0,0,0,0,10000,0.0,0.0,27.2
xgastrosquisis,specific,pared_abd,2015,TUCUMAN,Tucumán,19108,9,8,0,0,1,7,2,0,10000,4.71,2.15,8.94
xgastrosquisis,specific,pared_abd,2016,ARGENTINA,Argentina,305452,239,232,7,0,0,228,11,0,10000,7.82,6.86,8.88
xgastrosquisis,specific,pared_abd,2016,BUENOSAIRES,Buenos Aires,90015,70,67,3,0,0,65,5,0,10000,7.78,6.06,9.83
xgastrosquisis,specific,pared_abd,2016,CABA,CABA,43803,43,41,2,0,0,41,2,0,10000,9.82,7.1,13.22
xgastrosquisis,specific,pared_abd,2016,CATAMARCA,Catamarca,2675,2,2,0,0,0,2,0,0,10000,7.48,0.91,27.01
xgastrosquisis,specific,pared_abd,2016,CHACO,Chaco,12690,7,7,0,0,0,6,1,0,10000,5.52,2.22,11.37
xgastrosquisis,specific,pared_abd,2016,CHUBUT,Chubut,3687,3,3,0,0,0,3,0,0,10000,8.14,1.68,23.78
xgastrosquisis,specific,pared_abd,2016,CORDOBA,Córdoba,12624,18,17,1,0,0,18,0,0,10000,14.26,8.45,22.53
xgastrosquisis,specific,pared_abd,2016,CORRIENTES,Corrientes,5554,7,7,0,0,0,7,0,0,10000,12.6,5.07,25.97
xgastrosquisis,specific,pared_abd,2016,ENTRERIOS,Entre Ríos,4848,5,5,0,0,0,5,0,0,10000,10.31,3.35,24.07
xgastrosquisis,specific,pared_abd,2016,FORMOSA,Formosa,3941,1,1,0,0,0,1,0,0,10000,2.54,0.06,14.14
xgastrosquisis,specific,pared_abd,2016,JUJUY,Jujuy,7903,5,5,0,0,0,5,0,0,10000,6.33,2.05,14.76
xgastrosquisis,specific,pared_abd,2016,LAPAMPA,La Pampa,1349,1,1,0,0,0,1,0,0,10000,7.41,0.19,41.3
xgastrosquisis,specific,pared_abd,2016,LARIOJA,La Rioja,3387,5,5,0,0,0,5,0,0,10000,14.76,4.79,34.45
xgastrosquisis,specific,pared_abd,2016,MENDOZA,Mendoza,14276,7,6,1,0,0,6,1,0,10000,4.9,1.97,10.1
xgastrosquisis,specific,pared_abd,2016,MISIONES,Misiones,13472,14,14,0,0,0,14,0,0,10000,10.39,5.68,17.44
xgastrosquisis,specific,pared_abd,2016,NEUQUEN,Neuquén,7637,5,5,0,0,0,5,0,0,10000,6.55,2.13,15.28
xgastrosquisis,specific,pared_abd,2016,RIONEGRO,Río Negro,4596,5,5,0,0,0,5,0,0,10000,10.88,3.53,25.39
xgastrosquisis,specific,pared_abd,2016,SALTA,Salta,13947,9,9,0,0,0,8,1,0,10000,6.45,2.95,12.25
xgastrosquisis,specific,pared_abd,2016,SANJUAN,San Juan,7122,2,2,0,0,0,2,0,0,10000,2.81,0.34,10.14
xgastrosquisis,specific,pared_abd,2016,SANLUIS,San Luis,3783,1,1,0,0,0,1,0,0,10000,2.64,0.07,14.73
xgastrosquisis,specific,pared_abd,2016,SANTACRUZ,Santa Cruz,1416,1,1,0,0,0,0,1,0,10000,7.06,0.18,39.35
xgastrosquisis,specific,pared_abd,2016,SANTAFE,Santa Fe,22132,16,16,0,0,0,16,0,0,10000,7.23,4.13,11.74
xgastrosquisis,specific,pared_abd,2016,SANTIAGO,Santiago del Estero,7013,2,2,0,0,0,2,0,0,10000,2.85,0.35,10.3
xgastrosquisis,specific,pared_abd,2016,TIERRADELFUEGO,Tierra del Fuego,1356,0,0,0,0,0,0,0,0,10000,0.0,0.0,27.2
xgastrosquisis,specific,pared_abd,2016,TUCUMAN,Tucumán,16226,10,10,0,0,0,10,0,0,10000,6.16,2.96,11.33
xgastrosquisis,specific,pared_abd,2017,ARGENTINA,Argentina,274079,217,209,8,0,0,203,14,0,10000,7.92,6.9,9.04
xgastrosquisis,specific,pared_abd,2017,BUENOSAIRES,Buenos Aires,89408,66,62,4,0,0,59,7,0,10000,7.38,5.71,9.39
xgastrosquisis,specific,pared_abd,2017,CABA,CABA,40650,45,44,1,0,0,45,0,0,10000,11.07,8.07,14.81
xgastrosquisis,specific,pared_abd,2017,CATAMARCA,Catamarca,2671,3,3,0,0,0,2,1,0,10000,11.23,2.32,32.82
xgastrosquisis,specific,pared_abd,2017,CHACO,Chaco,7786,11,11,0,0,0,11,0,0,10000,14.13,7.05,25.28
xgastrosquisis,specific,pared_abd,2017,CHUBUT,Chubut,4436,1,1,0,0,0,1,0,0,10000,2.25,0.06,12.56
xgastrosquisis,specific,pared_abd,2017,CORDOBA,Córdoba,11797,10,9,1,0,0,10,0,0,10000,8.48,4.06,15.59
xgastrosquisis,specific,pared_abd,2017,CORRIENTES,Corrientes,5608,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.58
xgastrosquisis,specific,pared_abd,2017,ENTRERIOS,Entre Ríos,4460,6,6,0,0,0,5,1,0,10000,13.45,4.94,29.28
xgastrosquisis,specific,pared_abd,2017,FORMOSA,Formosa,3787,3,3,0,0,0,2,1,0,10000,7.92,1.63,23.15
xgastrosquisis,specific,pared_abd,2017,JUJUY,Jujuy,7104,5,5,0,0,0,4,1,0,10000,7.04,2.29,16.43
xgastrosquisis,specific,pared_abd,2017,LAPAMPA,La Pampa,1399,3,3,0,0,0,3,0,0,10000,21.44,4.42,62.67
xgastrosquisis,specific,pared_abd,2017,LARIOJA,La Rioja,2748,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.42
xgastrosquisis,specific,pared_abd,2017,MENDOZA,Mendoza,10067,4,4,0,0,0,4,0,0,10000,3.97,1.08,10.17
xgastrosquisis,specific,pared_abd,2017,MISIONES,Misiones,13447,10,10,0,0,0,10,0,0,10000,7.44,3.57,13.68
xgastrosquisis,specific,pared_abd,2017,NEUQUEN,Neuquén,4675,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.89
xgastrosquisis,specific,pared_abd,2017,RIONEGRO,Río Negro,3172,3,3,0,0,0,2,1,0,10000,9.46,1.95,27.64
xgastrosquisis,specific,pared_abd,2017,SALTA,Salta,13072,16,15,1,0,0,16,0,0,10000,12.24,7.0,19.88
xgastrosquisis,specific,pared_abd,2017,SANJUAN,San Juan,6954,3,3,0,0,0,1,2,0,10000,4.31,0.89,12.61
xgastrosquisis,specific,pared_abd,2017,SANLUIS,San Luis,2381,3,3,0,0,0,3,0,0,10000,12.6,2.6,36.82
xgastrosquisis,specific,pared_abd,2017,SANTACRUZ,Santa Cruz,1357,1,1,0,0,0,1,0,0,10000,7.37,0.19,41.06
xgastrosquisis,specific,pared_abd,2017,SANTAFE,Santa Fe,18253,13,13,0,0,0,13,0,0,10000,7.12,3.79,12.18
xgastrosquisis,specific,pared_abd,2017,SANTIAGO,Santiago del Estero,6819,4,3,1,0,0,4,0,0,10000,5.87,1.6,15.02
xgastrosquisis,specific,pared_abd,2017,TIERRADELFUEGO,Tierra del Fuego,1288,0,0,0,0,0,0,0,0,10000,0.0,0.0,28.64
xgastrosquisis,specific,pared_abd,2017,TUCUMAN,Tucumán,10740,7,7,0,0,0,7,0,0,10000,6.52,2.62,13.43
xgastrosquisis,specific,pared_abd,2018,ARGENTINA,Argentina,265305,203,198,5,0,0,191,12,0,10000,7.65,6.64,8.78
xgastrosquisis,specific,pared_abd,2018,BUENOSAIRES,Buenos Aires,86810,77,73,4,0,0,72,5,0,10000,8.87,7.0,11.09
xgastrosquisis,specific,pared_abd,2018,CABA,CABA,34494,40,40,0,0,0,40,0,0,10000,11.6,8.28,15.79
xgastrosquisis,specific,pared_abd,2018,CATAMARCA,Catamarca,2794,2,2,0,0,0,2,0,0,10000,7.16,0.87,25.86
xgastrosquisis,specific,pared_abd,2018,CHACO,Chaco,8546,6,6,0,0,0,4,2,0,10000,7.02,2.58,15.28
xgastrosquisis,specific,pared_abd,2018,CHUBUT,Chubut,3783,1,1,0,0,0,1,0,0,10000,2.64,0.07,14.73
xgastrosquisis,specific,pared_abd,2018,CORDOBA,Córdoba,15580,13,12,1,0,0,13,0,0,10000,8.34,4.44,14.27
xgastrosquisis,specific,pared_abd,2018,CORRIENTES,Corrientes,5245,3,3,0,0,0,3,0,0,10000,5.72,1.18,16.72
xgastrosquisis,specific,pared_abd,2018,ENTRERIOS,Entre Ríos,8243,5,5,0,0,0,5,0,0,10000,6.07,1.97,14.16
xgastrosquisis,specific,pared_abd,2018,FORMOSA,Formosa,4074,1,1,0,0,0,1,0,0,10000,2.45,0.06,13.68
xgastrosquisis,specific,pared_abd,2018,JUJUY,Jujuy,6717,8,8,0,0,0,6,2,0,10000,11.91,5.14,23.47
xgastrosquisis,specific,pared_abd,2018,LAPAMPA,La Pampa,1542,1,1,0,0,0,1,0,0,10000,6.49,0.16,36.13
xgastrosquisis,specific,pared_abd,2018,LARIOJA,La Rioja,3361,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.98
xgastrosquisis,specific,pared_abd,2018,MENDOZA,Mendoza,3452,1,1,0,0,0,1,0,0,10000,2.9,0.07,16.14
xgastrosquisis,specific,pared_abd,2018,MISIONES,Misiones,13563,10,10,0,0,0,10,0,0,10000,7.37,3.54,13.56
xgastrosquisis,specific,pared_abd,2018,NEUQUEN,Neuquén,3621,1,1,0,0,0,1,0,0,10000,2.76,0.07,15.39
xgastrosquisis,specific,pared_abd,2018,RIONEGRO,Río Negro,1754,1,1,0,0,0,1,0,0,10000,5.7,0.14,31.77
xgastrosquisis,specific,pared_abd,2018,SALTA,Salta,13348,7,7,0,0,0,7,0,0,10000,5.24,2.11,10.81
xgastrosquisis,specific,pared_abd,2018,SANJUAN,San Juan,6535,6,6,0,0,0,4,2,0,10000,9.18,3.37,19.98
xgastrosquisis,specific,pared_abd,2018,SANLUIS,San Luis,4594,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.03
xgastrosquisis,specific,pared_abd,2018,SANTACRUZ,Santa Cruz,2304,0,0,0,0,0,0,0,0,10000,0.0,0.0,16.01
xgastrosquisis,specific,pared_abd,2018,SANTAFE,Santa Fe,15458,10,10,0,0,0,9,1,0,10000,6.47,3.1,11.9
xgastrosquisis,specific,pared_abd,2018,SANTIAGO,Santiago del Estero,2149,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.17
xgastrosquisis,specific,pared_abd,2018,TIERRADELFUEGO,Tierra del Fuego,1267,0,0,0,0,0,0,0,0,10000,0.0,0.0,29.12
xgastrosquisis,specific,pared_abd,2018,TUCUMAN,Tucumán,16071,10,10,0,0,0,10,0,0,10000,6.22,2.98,11.44
xgastrosquisis,specific,pared_abd,2019,ARGENTINA,Argentina,263761,191,185,6,0,0,175,14,2,10000,7.24,6.25,8.34
xgastrosquisis,specific,pared_abd,2019,BUENOSAIRES,Buenos Aires,84703,52,51,1,0,0,48,3,1,10000,6.14,4.58,8.05
xgastrosquisis,specific,pared_abd,2019,CABA,CABA,31760,41,40,1,0,0,38,3,0,10000,12.91,9.26,17.51
xgastrosquisis,specific,pared_abd,2019,CATAMARCA,Catamarca,2649,4,4,0,0,0,3,0,1,10000,15.1,4.11,38.66
xgastrosquisis,specific,pared_abd,2019,CHACO,Chaco,12312,12,12,0,0,0,11,1,0,10000,9.75,5.04,17.03
xgastrosquisis,specific,pared_abd,2019,CHUBUT,Chubut,3912,2,2,0,0,0,1,1,0,10000,5.11,0.62,18.47
xgastrosquisis,specific,pared_abd,2019,CORDOBA,Córdoba,14675,14,13,1,0,0,12,2,0,10000,9.54,5.22,16.01
