anomalia,tipo,grupo,anio,jurisdiccion,jurisdiccion_nombre,nacimientos,casos_total,casos_nv,casos_fm,casos_ile,casos_ne,casos_aislado,casos_acm,casos_sme,factor,prev,ic_inf,ic_sup
xchdobleentvi,specific,cardio,2018,CORRIENTES,Corrientes,5245,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.03
xchdobleentvi,specific,cardio,2018,ENTRERIOS,Entre Ríos,8243,1,1,0,0,0,1,0,0,10000,1.21,0.03,6.76
xchdobleentvi,specific,cardio,2018,FORMOSA,Formosa,4074,1,1,0,0,0,1,0,0,10000,2.45,0.06,13.68
xchdobleentvi,specific,cardio,2018,JUJUY,Jujuy,6717,2,2,0,0,0,2,0,0,10000,2.98,0.36,10.76
xchdobleentvi,specific,cardio,2018,LAPAMPA,La Pampa,1542,0,0,0,0,0,0,0,0,10000,0.0,0.0,23.92
xchdobleentvi,specific,cardio,2018,LARIOJA,La Rioja,3361,1,1,0,0,0,0,0,1,10000,2.98,0.08,16.58
xchdobleentvi,specific,cardio,2018,MENDOZA,Mendoza,3452,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.69
xchdobleentvi,specific,cardio,2018,MISIONES,Misiones,13563,1,1,0,0,0,0,0,1,10000,0.74,0.02,4.11
xchdobleentvi,specific,cardio,2018,NEUQUEN,Neuquén,3621,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.19
xchdobleentvi,specific,cardio,2018,RIONEGRO,Río Negro,1754,0,0,0,0,0,0,0,0,10000,0.0,0.0,21.03
xchdobleentvi,specific,cardio,2018,SALTA,Salta,13348,2,2,0,0,0,1,0,1,10000,1.5,0.18,5.41
xchdobleentvi,specific,cardio,2018,SANJUAN,San Juan,6535,1,1,0,0,0,1,0,0,10000,1.53,0.04,8.53
xchdobleentvi,specific,cardio,2018,SANLUIS,San Luis,4594,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.03
xchdobleentvi,specific,cardio,2018,SANTACRUZ,Santa Cruz,2304,0,0,0,0,0,0,0,0,10000,0.0,0.0,16.01
xchdobleentvi,specific,cardio,2018,SANTAFE,Santa Fe,15458,2,2,0,0,0,2,0,0,10000,1.29,0.16,4.67
xchdobleentvi,specific,cardio,2018,SANTIAGO,Santiago del Estero,2149,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.17
xchdobleentvi,specific,cardio,2018,TIERRADELFUEGO,Tierra del Fuego,1267,0,0,0,0,0,0,0,0,10000,0.0,0.0,29.12
xchdobleentvi,specific,cardio,2018,TUCUMAN,Tucumán,16071,3,3,0,0,0,3,0,0,10000,1.87,0.38,5.46
xchdobleentvi,specific,cardio,2019,ARGENTINA,Argentina,263761,37,33,4,0,0,21,10,6,10000,1.4,0.99,1.93
xchdobleentvi,specific,cardio,2019,BUENOSAIRES,Buenos Aires,84703,12,12,0,0,0,4,4,4,10000,1.42,0.73,2.47
xchdobleentvi,specific,cardio,2019,CABA,CABA,31760,11,8,3,0,0,8,2,1,10000,3.46,1.73,6.2
xchdobleentvi,specific,cardio,2019,CATAMARCA,Catamarca,2649,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.93
xchdobleentvi,specific,cardio,2019,CHACO,Chaco,12312,1,1,0,0,0,0,1,0,10000,0.81,0.02,4.53
xchdobleentvi,specific,cardio,2019,CHUBUT,Chubut,3912,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.43
xchdobleentvi,specific,cardio,2019,CORDOBA,Córdoba,14675,3,2,1,0,0,2,1,0,10000,2.04,0.42,5.97
xchdobleentvi,specific,cardio,2019,CORRIENTES,Corrientes,4927,1,1,0,0,0,0,1,0,10000,2.03,0.05,11.31
xchdobleentvi,specific,cardio,2019,ENTRERIOS,Entre Ríos,6767,1,1,0,0,0,1,0,0,10000,1.48,0.04,8.23
xchdobleentvi,specific,cardio,2019,FORMOSA,Formosa,3325,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.09
xchdobleentvi,specific,cardio,2019,JUJUY,Jujuy,5441,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.78
xchdobleentvi,specific,cardio,2019,LAPAMPA,La Pampa,1362,0,0,0,0,0,0,0,0,10000,0.0,0.0,27.08
xchdobleentvi,specific,cardio,2019,LARIOJA,La Rioja,3174,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.62
xchdobleentvi,specific,cardio,2019,MENDOZA,Mendoza,7912,0,0,0,0,0,0,0,0,10000,0.0,0.0,4.66
xchdobleentvi,specific,cardio,2019,MISIONES,Misiones,11934,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.09
xchdobleentvi,specific,cardio,2019,NEUQUEN,Neuquén,4470,1,1,0,0,0,1,0,0,10000,2.24,0.06,12.46
xchdobleentvi,specific,cardio,2019,RIONEGRO,Río Negro,2609,0,0,0,0,0,0,0,0,10000,0.0,0.0,14.14
xchdobleentvi,specific,cardio,2019,SALTA,Salta,12286,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.0
xchdobleentvi,specific,cardio,2019,SANJUAN,San Juan,6556,2,2,0,0,0,2,0,0,10000,3.05,0.37,11.02
xchdobleentvi,specific,cardio,2019,SANLUIS,San Luis,4431,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.33
xchdobleentvi,specific,cardio,2019,SANTACRUZ,Santa Cruz,2137,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.26
xchdobleentvi,specific,cardio,2019,SANTAFE,Santa Fe,17918,4,4,0,0,0,2,1,1,10000,2.23,0.61,5.72
xchdobleentvi,specific,cardio,2019,SANTIAGO,Santiago del Estero,5682,1,1,0,0,0,1,0,0,10000,1.76,0.04,9.81
xchdobleentvi,specific,cardio,2019,TIERRADELFUEGO,Tierra del Fuego,1184,0,0,0,0,0,0,0,0,10000,0.0,0.0,31.16
xchdobleentvi,specific,cardio,2019,TUCUMAN,Tucumán,11635,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.17
xchdobleentvi,specific,cardio,2020,ARGENTINA,Argentina,245070,26,24,2,0,0,17,6,3,10000,1.06,0.69,1.55
xchdobleentvi,specific,cardio,2020,BUENOSAIRES,Buenos Aires,80357,10,10,0,0,0,8,2,0,10000,1.24,0.6,2.29
xchdobleentvi,specific,cardio,2020,CABA,CABA,32138,6,6,0,0,0,2,3,1,10000,1.87,0.69,4.06
xchdobleentvi,specific,cardio,2020,CATAMARCA,Catamarca,2408,0,0,0,0,0,0,0,0,10000,0.0,0.0,15.32
xchdobleentvi,specific,cardio,2020,CHACO,Chaco,10605,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.48
xchdobleentvi,specific,cardio,2020,CHUBUT,Chubut,2928,0,0,0,0,0,0,0,0,10000,0.0,0.0,12.6
xchdobleentvi,specific,cardio,2020,CORDOBA,Córdoba,14548,4,4,0,0,0,2,1,1,10000,2.75,0.75,7.04
xchdobleentvi,specific,cardio,2020,CORRIENTES,Corrientes,4841,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.62
xchdobleentvi,specific,cardio,2020,ENTRERIOS,Entre Ríos,5069,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.28
xchdobleentvi,specific,cardio,2020,FORMOSA,Formosa,2786,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.24
xchdobleentvi,specific,cardio,2020,JUJUY,Jujuy,1768,0,0,0,0,0,0,0,0,10000,0.0,0.0,20.86
xchdobleentvi,specific,cardio,2020,LAPAMPA,La Pampa,1201,0,0,0,0,0,0,0,0,10000,0.0,0.0,30.72
xchdobleentvi,specific,cardio,2020,LARIOJA,La Rioja,3022,1,1,0,0,0,1,0,0,10000,3.31,0.08,18.44
xchdobleentvi,specific,cardio,2020,MENDOZA,Mendoza,7819,1,1,0,0,0,1,0,0,10000,1.28,0.03,7.13
xchdobleentvi,specific,cardio,2020,MISIONES,Misiones,10412,2,2,0,0,0,2,0,0,10000,1.92,0.23,6.94
xchdobleentvi,specific,cardio,2020,NEUQUEN,Neuquén,4827,2,0,2,0,0,1,0,1,10000,4.14,0.5,14.97
xchdobleentvi,specific,cardio,2020,RIONEGRO,Río Negro,2382,0,0,0,0,0,0,0,0,10000,0.0,0.0,15.49
xchdobleentvi,specific,cardio,2020,SALTA,Salta,11343,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.25
xchdobleentvi,specific,cardio,2020,SANJUAN,San Juan,6788,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.43
xchdobleentvi,specific,cardio,2020,SANLUIS,San Luis,3156,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.69
xchdobleentvi,specific,cardio,2020,SANTACRUZ,Santa Cruz,1754,0,0,0,0,0,0,0,0,10000,0.0,0.0,21.03
xchdobleentvi,specific,cardio,2020,SANTAFE,Santa Fe,18795,0,0,0,0,0,0,0,0,10000,0.0,0.0,1.96
xchdobleentvi,specific,cardio,2020,SANTIAGO,Santiago del Estero,4347,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.49
xchdobleentvi,specific,cardio,2020,TIERRADELFUEGO,Tierra del Fuego,515,0,0,0,0,0,0,0,0,10000,0.0,0.0,71.63
xchdobleentvi,specific,cardio,2020,TUCUMAN,Tucumán,11261,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.28
xchdobleentvi,specific,cardio,2021,ARGENTINA,Argentina,232944,31,31,0,0,0,23,4,4,10000,1.33,0.9,1.89
xchdobleentvi,specific,cardio,2021,BUENOSAIRES,Buenos Aires,73055,9,9,0,0,0,7,1,1,10000,1.23,0.56,2.34
xchdobleentvi,specific,cardio,2021,CABA,CABA,31175,6,6,0,0,0,5,0,1,10000,1.92,0.71,4.19
xchdobleentvi,specific,cardio,2021,CATAMARCA,Catamarca,2204,0,0,0,0,0,0,0,0,10000,0.0,0.0,16.74
xchdobleentvi,specific,cardio,2021,CHACO,Chaco,8452,0,0,0,0,0,0,0,0,10000,0.0,0.0,4.36
xchdobleentvi,specific,cardio,2021,CHUBUT,Chubut,2497,1,1,0,0,0,1,0,0,10000,4.0,0.1,22.31
xchdobleentvi,specific,cardio,2021,CORDOBA,Córdoba,16873,3,3,0,0,0,2,1,0,10000,1.78,0.37,5.2
xchdobleentvi,specific,cardio,2021,CORRIENTES,Corrientes,3677,1,1,0,0,0,1,0,0,10000,2.72,0.07,15.15
xchdobleentvi,specific,cardio,2021,ENTRERIOS,Entre Ríos,6178,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.97
xchdobleentvi,specific,cardio,2021,FORMOSA,Formosa,2919,0,0,0,0,0,0,0,0,10000,0.0,0.0,12.64
xchdobleentvi,specific,cardio,2021,JUJUY,Jujuy,4848,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.61
xchdobleentvi,specific,cardio,2021,LAPAMPA,La Pampa,638,0,0,0,0,0,0,0,0,10000,0.0,0.0,57.82
xchdobleentvi,specific,cardio,2021,LARIOJA,La Rioja,2681,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.76
xchdobleentvi,specific,cardio,2021,MENDOZA,Mendoza,5657,1,1,0,0,0,1,0,0,10000,1.77,0.04,9.85
xchdobleentvi,specific,cardio,2021,MISIONES,Misiones,10115,4,4,0,0,0,3,0,1,10000,3.95,1.08,10.13
xchdobleentvi,specific,cardio,2021,NEUQUEN,Neuquén,3435,1,1,0,0,0,1,0,0,10000,2.91,0.07,16.22
xchdobleentvi,specific,cardio,2021,RIONEGRO,Río Negro,1930,0,0,0,0,0,0,0,0,10000,0.0,0.0,19.11
xchdobleentvi,specific,cardio,2021,SALTA,Salta,11185,1,1,0,0,0,1,0,0,10000,0.89,0.02,4.98
xchdobleentvi,specific,cardio,2021,SANJUAN,San Juan,6498,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.68
xchdobleentvi,specific,cardio,2021,SANLUIS,San Luis,3333,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.07
xchdobleentvi,specific,cardio,2021,SANTACRUZ,Santa Cruz,1392,0,0,0,0,0,0,0,0,10000,0.0,0.0,26.5
xchdobleentvi,specific,cardio,2021,SANTAFE,Santa Fe,19680,2,2,0,0,0,1,0,1,10000,1.02,0.12,3.67
xchdobleentvi,specific,cardio,2021,SANTIAGO,Santiago del Estero,4067,0,0,0,0,0,0,0,0,10000,0.0,0.0,9.07
xchdobleentvi,specific,cardio,2021,TIERRADELFUEGO,Tierra del Fuego,778,0,0,0,0,0,0,0,0,10000,0.0,0.0,47.41
xchdobleentvi,specific,cardio,2021,TUCUMAN,Tucumán,9677,2,2,0,0,0,0,2,0,10000,2.07,0.25,7.47
xchdobleentvi,specific,cardio,2022,ARGENTINA,Argentina,236362,29,25,3,1,0,23,5,1,10000,1.23,0.82,1.76
xchdobleentvi,specific,cardio,2022,BUENOSAIRES,Buenos Aires,72741,12,10,2,0,0,9,2,1,10000,1.65,0.85,2.88
xchdobleentvi,specific,cardio,2022,CABA,CABA,31232,6,6,0,0,0,5,1,0,10000,1.92,0.71,4.18
xchdobleentvi,specific,cardio,2022,CATAMARCA,Catamarca,2378,0,0,0,0,0,0,0,0,10000,0.0,0.0,15.51
xchdobleentvi,specific,cardio,2022,CHACO,Chaco,6067,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.08
xchdobleentvi,specific,cardio,2022,CHUBUT,Chubut,2666,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.84
xchdobleentvi,specific,cardio,2022,CORDOBA,Córdoba,15086,6,5,0,1,0,5,1,0,10000,3.98,1.46,8.66
xchdobleentvi,specific,cardio,2022,CORRIENTES,Corrientes,5383,1,1,0,0,0,0,1,0,10000,1.86,0.05,10.35
xchdobleentvi,specific,cardio,2022,ENTRERIOS,Entre Ríos,5918,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.23
xchdobleentvi,specific,cardio,2022,FORMOSA,Formosa,2497,1,1,0,0,0,1,0,0,10000,4.0,0.1,22.31
xchdobleentvi,specific,cardio,2022,JUJUY,Jujuy,4693,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.86
xchdobleentvi,specific,cardio,2022,LAPAMPA,La Pampa,1682,0,0,0,0,0,0,0,0,10000,0.0,0.0,21.93
xchdobleentvi,specific,cardio,2022,LARIOJA,La Rioja,2935,1,0,1,0,0,1,0,0,10000,3.41,0.09,18.98
xchdobleentvi,specific,cardio,2022,MENDOZA,Mendoza,9776,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.77
xchdobleentvi,specific,cardio,2022,MISIONES,Misiones,10108,1,1,0,0,0,1,0,0,10000,0.99,0.03,5.51
xchdobleentvi,specific,cardio,2022,NEUQUEN,Neuquén,3414,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.81
xchdobleentvi,specific,cardio,2022,RIONEGRO,Río Negro,2004,0,0,0,0,0,0,0,0,10000,0.0,0.0,18.41
xchdobleentvi,specific,cardio,2022,SALTA,Salta,10993,0,0,0,0,0,0,0,0,10000,0.0,0.0,3.36
xchdobleentvi,specific,cardio,2022,SANJUAN,San Juan,6545,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.64
xchdobleentvi,specific,cardio,2022,SANLUIS,San Luis,3000,0,0,0,0,0,0,0,0,10000,0.0,0.0,12.3
xchdobleentvi,specific,cardio,2022,SANTACRUZ,Santa Cruz,1533,0,0,0,0,0,0,0,0,10000,0.0,0.0,24.06
xchdobleentvi,specific,cardio,2022,SANTAFE,Santa Fe,20184,0,0,0,0,0,0,0,0,10000,0.0,0.0,1.83
xchdobleentvi,specific,cardio,2022,SANTIAGO,Santiago del Estero,4395,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.39
xchdobleentvi,specific,cardio,2022,TIERRADELFUEGO,Tierra del Fuego,782,0,0,0,0,0,0,0,0,10000,0.0,0.0,47.17
xchdobleentvi,specific,cardio,2022,TUCUMAN,Tucumán,10350,1,1,0,0,0,1,0,0,10000,0.97,0.02,5.38
xchdobleentvi,specific,cardio,2023,ARGENTINA,Argentina,211126,30,28,0,2,0,23,4,3,10000,1.42,0.96,2.03
xchdobleentvi,specific,cardio,2023,BUENOSAIRES,Buenos Aires,69123,9,8,0,1,0,8,1,0,10000,1.3,0.6,2.47
xchdobleentvi,specific,cardio,2023,CABA,CABA,29344,6,5,0,1,0,5,0,1,10000,2.04,0.75,4.45
xchdobleentvi,specific,cardio,2023,CATAMARCA,Catamarca,1239,1,1,0,0,0,0,0,1,10000,8.07,0.2,44.97
xchdobleentvi,specific,cardio,2023,CHACO,Chaco,5781,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.38
xchdobleentvi,specific,cardio,2023,CHUBUT,Chubut,2558,1,1,0,0,0,1,0,0,10000,3.91,0.1,21.78
xchdobleentvi,specific,cardio,2023,CORDOBA,Córdoba,13259,2,2,0,0,0,1,0,1,10000,1.51,0.18,5.45
xchdobleentvi,specific,cardio,2023,CORRIENTES,Corrientes,5670,1,1,0,0,0,0,1,0,10000,1.76,0.04,9.83
xchdobleentvi,specific,cardio,2023,ENTRERIOS,Entre Ríos,4252,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.68
xchdobleentvi,specific,cardio,2023,FORMOSA,Formosa,2721,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.56
xchdobleentvi,specific,cardio,2023,JUJUY,Jujuy,3990,1,1,0,0,0,1,0,0,10000,2.51,0.06,13.96
xchdobleentvi,specific,cardio,2023,LAPAMPA,La Pampa,1507,0,0,0,0,0,0,0,0,10000,0.0,0.0,24.48
xchdobleentvi,specific,cardio,2023,LARIOJA,La Rioja,2754,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.39
xchdobleentvi,specific,cardio,2023,MENDOZA,Mendoza,6058,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.09
xchdobleentvi,specific,cardio,2023,MISIONES,Misiones,11408,1,1,0,0,0,1,0,0,10000,0.88,0.02,4.88
xchdobleentvi,specific,cardio,2023,NEUQUEN,Neuquén,3068,1,1,0,0,0,0,1,0,10000,3.26,0.08,18.16
xchdobleentvi,specific,cardio,2023,RIONEGRO,Río Negro,1705,0,0,0,0,0,0,0,0,10000,0.0,0.0,21.64
xchdobleentvi,specific,cardio,2023,SALTA,Salta,10164,2,2,0,0,0,1,1,0,10000,1.97,0.24,7.11
xchdobleentvi,specific,cardio,2023,SANJUAN,San Juan,6090,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.06
xchdobleentvi,specific,cardio,2023,SANLUIS,San Luis,2635,0,0,0,0,0,0,0,0,10000,0.0,0.0,14.0
xchdobleentvi,specific,cardio,2023,SANTACRUZ,Santa Cruz,883,0,0,0,0,0,0,0,0,10000,0.0,0.0,41.78
xchdobleentvi,specific,cardio,2023,SANTAFE,Santa Fe,16574,5,5,0,0,0,5,0,0,10000,3.02,0.98,7.04
xchdobleentvi,specific,cardio,2023,SANTIAGO,Santiago del Estero,2418,0,0,0,0,0,0,0,0,10000,0.0,0.0,15.26
xchdobleentvi,specific,cardio,2023,TIERRADELFUEGO,Tierra del Fuego,739,0,0,0,0,0,0,0,0,10000,0.0,0.0,49.92
xchdobleentvi,specific,cardio,2023,TUCUMAN,Tucumán,7186,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.13
xchdobleentvi,specific,cardio,2024,ARGENTINA,Argentina,185756,21,19,1,1,0,15,3,3,10000,1.13,0.7,1.73
xchdobleentvi,specific,cardio,2024,BUENOSAIRES,Buenos Aires,60912,6,4,1,1,0,4,0,2,10000,0.99,0.36,2.14
xchdobleentvi,specific,cardio,2024,CABA,CABA,25688,5,5,0,0,0,4,1,0,10000,1.95,0.63,4.54
xchdobleentvi,specific,cardio,2024,CATAMARCA,Catamarca,2138,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.25
xchdobleentvi,specific,cardio,2024,CHACO,Chaco,4366,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.45
xchdobleentvi,specific,cardio,2024,CHUBUT,Chubut,2758,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.38
xchdobleentvi,specific,cardio,2024,CORDOBA,Córdoba,9111,5,5,0,0,0,4,0,1,10000,5.49,1.78,12.81
xchdobleentvi,specific,cardio,2024,CORRIENTES,Corrientes,5222,1,1,0,0,0,0,1,0,10000,1.91,0.05,10.67
xchdobleentvi,specific,cardio,2024,ENTRERIOS,Entre Ríos,3593,0,0,0,0,0,0,0,0,10000,0.0,0.0,10.27
xchdobleentvi,specific,cardio,2024,FORMOSA,Formosa,2225,0,0,0,0,0,0,0,0,10000,0.0,0.0,16.58
xchdobleentvi,specific,cardio,2024,JUJUY,Jujuy,3033,0,0,0,0,0,0,0,0,10000,0.0,0.0,12.16
xchdobleentvi,specific,cardio,2024,LAPAMPA,La Pampa,1510,0,0,0,0,0,0,0,0,10000,0.0,0.0,24.43
xchdobleentvi,specific,cardio,2024,LARIOJA,La Rioja,2522,0,0,0,0,0,0,0,0,10000,0.0,0.0,14.63
xchdobleentvi,specific,cardio,2024,MENDOZA,Mendoza,5327,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.92
xchdobleentvi,specific,cardio,2024,MISIONES,Misiones,9764,1,1,0,0,0,1,0,0,10000,1.02,0.03,5.71
xchdobleentvi,specific,cardio,2024,NEUQUEN,Neuquén,1913,1,1,0,0,0,1,0,0,10000,5.23,0.13,29.13
xchdobleentvi,specific,cardio,2024,RIONEGRO,Río Negro,1409,0,0,0,0,0,0,0,0,10000,0.0,0.0,26.18
xchdobleentvi,specific,cardio,2024,SALTA,Salta,8755,0,0,0,0,0,0,0,0,10000,0.0,0.0,4.21
xchdobleentvi,specific,cardio,2024,SANJUAN,San Juan,5420,1,1,0,0,0,0,1,0,10000,1.85,0.05,10.28
xchdobleentvi,specific,cardio,2024,SANLUIS,San Luis,2723,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.55
xchdobleentvi,specific,cardio,2024,SANTACRUZ,Santa Cruz,741,0,0,0,0,0,0,0,0,10000,0.0,0.0,49.78
xchdobleentvi,specific,cardio,2024,SANTAFE,Santa Fe,15031,1,1,0,0,0,1,0,0,10000,0.67,0.02,3.71
xchdobleentvi,specific,cardio,2024,SANTIAGO,Santiago del Estero,4148,0,0,0,0,0,0,0,0,10000,0.0,0.0,8.89
xchdobleentvi,specific,cardio,2024,TIERRADELFUEGO,Tierra del Fuego,622,0,0,0,0,0,0,0,0,10000,0.0,0.0,59.31
xchdobleentvi,specific,cardio,2024,TUCUMAN,Tucumán,6825,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.4
xchdobleentvi,specific,cardio,2025,ARGENTINA,Argentina,175000,18,17,1,0,0,11,5,2,10000,1.03,0.61,1.63
xchdobleentvi,specific,cardio,2025,BUENOSAIRES,Buenos Aires,54494,1,1,0,0,0,1,0,0,10000,0.18,0.0,1.02
xchdobleentvi,specific,cardio,2025,CABA,CABA,25499,5,5,0,0,0,2,1,2,10000,1.96,0.64,4.58
xchdobleentvi,specific,cardio,2025,CATAMARCA,Catamarca,879,0,0,0,0,0,0,0,0,10000,0.0,0.0,41.97
xchdobleentvi,specific,cardio,2025,CHACO,Chaco,5168,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.14
xchdobleentvi,specific,cardio,2025,CHUBUT,Chubut,3258,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.32
xchdobleentvi,specific,cardio,2025,CORDOBA,Córdoba,10892,3,2,1,0,0,1,2,0,10000,2.75,0.57,8.05
xchdobleentvi,specific,cardio,2025,CORRIENTES,Corrientes,4878,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.56
xchdobleentvi,specific,cardio,2025,ENTRERIOS,Entre Ríos,5223,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.06
xchdobleentvi,specific,cardio,2025,FORMOSA,Formosa,2643,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.96
xchdobleentvi,specific,cardio,2025,JUJUY,Jujuy,2688,0,0,0,0,0,0,0,0,10000,0.0,0.0,13.72
xchdobleentvi,specific,cardio,2025,LAPAMPA,La Pampa,603,0,0,0,0,0,0,0,0,10000,0.0,0.0,61.18
xchdobleentvi,specific,cardio,2025,LARIOJA,La Rioja,1685,1,1,0,0,0,1,0,0,10000,5.93,0.15,33.07
xchdobleentvi,specific,cardio,2025,MENDOZA,Mendoza,7281,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.07
xchdobleentvi,specific,cardio,2025,MISIONES,Misiones,7944,2,2,0,0,0,1,1,0,10000,2.52,0.3,9.09
xchdobleentvi,specific,cardio,2025,NEUQUEN,Neuquén,1690,0,0,0,0,0,0,0,0,10000,0.0,0.0,21.83
xchdobleentvi,specific,cardio,2025,RIONEGRO,Río Negro,912,0,0,0,0,0,0,0,0,10000,0.0,0.0,40.45
xchdobleentvi,specific,cardio,2025,SALTA,Salta,7376,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.0
xchdobleentvi,specific,cardio,2025,SANJUAN,San Juan,2306,0,0,0,0,0,0,0,0,10000,0.0,0.0,16.0
xchdobleentvi,specific,cardio,2025,SANLUIS,San Luis,2441,0,0,0,0,0,0,0,0,10000,0.0,0.0,15.11
xchdobleentvi,specific,cardio,2025,SANTACRUZ,Santa Cruz,723,0,0,0,0,0,0,0,0,10000,0.0,0.0,51.02
xchdobleentvi,specific,cardio,2025,SANTAFE,Santa Fe,17073,3,3,0,0,0,2,1,0,10000,1.76,0.36,5.14
xchdobleentvi,specific,cardio,2025,SANTIAGO,Santiago del Estero,4400,1,1,0,0,0,1,0,0,10000,2.27,0.06,12.66
xchdobleentvi,specific,cardio,2025,TIERRADELFUEGO,Tierra del Fuego,745,0,0,0,0,0,0,0,0,10000,0.0,0.0,49.52
xchdobleentvi,specific,cardio,2025,TUCUMAN,Tucumán,4199,2,2,0,0,0,2,0,0,10000,4.76,0.58,17.21
xchatresiatc,specific,cardio,2009,ARGENTINA,Argentina,2549,0,0,0,0,0,0,0,0,10000,0.0,0.0,14.47
xchatresiatc,specific,cardio,2009,CHACO,Chaco,783,0,0,0,0,0,0,0,0,10000,0.0,0.0,47.11
xchatresiatc,specific,cardio,2009,CORRIENTES,Corrientes,476,0,0,0,0,0,0,0,0,10000,0.0,0.0,77.5
xchatresiatc,specific,cardio,2009,FORMOSA,Formosa,540,0,0,0,0,0,0,0,0,10000,0.0,0.0,68.31
xchatresiatc,specific,cardio,2009,MISIONES,Misiones,750,0,0,0,0,0,0,0,0,10000,0.0,0.0,49.19
xchatresiatc,specific,cardio,2010,ARGENTINA,Argentina,39587,1,1,0,0,0,1,0,0,10000,0.25,0.01,1.41
xchatresiatc,specific,cardio,2010,BUENOSAIRES,Buenos Aires,8204,1,1,0,0,0,1,0,0,10000,1.22,0.03,6.79
xchatresiatc,specific,cardio,2010,CABA,CABA,6669,0,0,0,0,0,0,0,0,10000,0.0,0.0,5.53
xchatresiatc,specific,cardio,2010,CATAMARCA,Catamarca,556,0,0,0,0,0,0,0,0,10000,0.0,0.0,66.35
xchatresiatc,specific,cardio,2010,CHACO,Chaco,5538,0,0,0,0,0,0,0,0,10000,0.0,0.0,6.66
xchatresiatc,specific,cardio,2010,CORRIENTES,Corrientes,3167,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.65
xchatresiatc,specific,cardio,2010,FORMOSA,Formosa,3282,0,0,0,0,0,0,0,0,10000,0.0,0.0,11.24
xchatresiatc,specific,cardio,2010,JUJUY,Jujuy,977,0,0,0,0,0,0,0,0,10000,0.0,0.0,37.76
xchatresiatc,specific,cardio,2010,MISIONES,Misiones,4963,0,0,0,0,0,0,0,0,10000,0.0,0.0,7.43
xchatresiatc,specific,cardio,2010,SALTA,Salta,2081,0,0,0,0,0,0,0,0,10000,0.0,0.0,17.73
xchatresiatc,specific,cardio,2010,SANTAFE,Santa Fe,402,0,0,0,0,0,0,0,0,10000,0.0,0.0,91.76
